epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.92431,3.01479,4.29922,4.30158,0.00143,0.33333,0.00942,0.00289,3.45398,4.20735,4.15894,0,0,0
